study_hours,attendance,participation,extra_curricular,sleep_hours,stress_level,motivation_score,parent_education,previous_gpa,assignment_completion,grade
10.5,78.3,5.8,0.4,6.4,8.6,3.4,2,2.45,65.3,D
21.7,87.4,1.1,1.4,6.8,9.7,9.7,3,2.6,91.9,B
22.4,100.0,7.6,1.0,7.1,1.5,5.4,2,2.67,94.8,A
20.6,73.0,5.1,0.3,8.1,1.7,7.1,0,1.82,96.0,C
17.6,95.1,6.5,6.9,5.4,3.8,2.8,0,2.99,94.5,B
17.2,69.5,2.3,2.9,6.4,5.2,2.3,2,2.65,99.1,C
13.6,95.7,0.2,0.1,8.1,9.0,1.8,1,2.67,72.3,D
24.4,95.0,2.8,1.2,7.7,9.4,2.8,2,3.26,87.9,C
19.7,64.9,6.4,3.8,6.4,8.2,4.9,0,2.95,92.2,C
3.2,59.6,7.4,0.8,6.3,5.3,2.5,0,2.61,61.3,D
6.6,90.0,7.0,1.6,6.2,7.2,7.0,3,2.8,42.3,C
9.4,78.1,5.8,4.8,6.3,5.3,4.5,2,3.46,98.0,C
19.4,77.6,4.2,6.3,7.1,6.0,1.5,2,2.51,98.3,D
16.6,87.5,1.3,1.1,6.3,3.0,2.5,3,3.7,60.0,C
24.4,77.3,4.6,3.7,6.8,3.5,2.7,0,2.49,42.4,C
8.0,77.2,0.1,4.3,6.3,5.8,5.3,3,3.36,63.4,C
4.1,84.7,2.8,9.6,6.8,3.5,3.5,1,2.15,64.3,D
12.0,43.7,3.2,0.3,6.3,6.1,9.2,2,3.06,40.4,D
18.8,58.3,7.3,10.0,6.9,5.8,4.7,0,1.72,50.1,B
6.5,83.0,9.9,2.8,8.0,2.5,4.5,3,2.43,60.8,B
9.7,94.4,8.1,0.8,6.5,3.3,1.1,0,1.87,78.9,D
12.1,80.5,5.7,6.1,8.5,4.3,1.8,1,3.17,67.5,B
15.7,63.0,9.7,1.8,6.8,7.2,3.5,2,1.6,84.2,D
17.4,76.8,3.1,10.0,4.9,6.2,9.9,3,1.53,54.5,C
17.9,70.7,6.0,4.0,7.1,1.3,8.6,0,2.54,67.6,B
6.9,59.7,1.3,1.0,5.6,4.7,7.3,2,2.39,53.0,F
10.1,79.2,3.6,3.5,6.6,3.8,1.5,2,1.77,81.6,D
5.4,98.4,6.9,10.0,6.0,3.0,7.0,0,3.25,49.4,B
9.5,88.3,8.9,2.5,4.3,6.7,5.7,2,1.62,50.9,C
2.1,82.9,1.1,4.5,7.4,8.3,7.9,2,2.98,90.1,D
18.9,79.2,0.8,1.7,6.1,3.6,5.9,3,3.04,87.7,C
0.4,79.9,6.3,0.2,6.7,2.0,1.4,2,2.44,55.6,D
17.8,70.5,7.4,1.0,6.9,6.8,4.1,3,2.99,41.5,C
15.2,83.8,6.5,0.4,7.8,6.9,9.8,2,2.72,42.4,B
22.3,76.7,4.7,7.9,5.7,6.8,3.8,1,2.35,98.4,B
26.0,93.1,2.7,1.1,7.6,2.1,6.9,1,2.86,92.2,B
8.7,89.9,2.4,1.6,7.1,8.5,8.9,3,2.99,51.5,D
13.5,54.8,5.5,0.3,5.6,7.8,6.2,3,2.5,51.1,D
17.8,79.1,8.2,1.2,5.8,4.1,6.4,1,3.25,74.8,B
13.1,88.2,9.6,3.0,7.0,2.7,2.0,2,2.99,77.1,B
13.1,85.7,2.9,3.1,7.0,3.8,9.6,3,2.85,50.0,C
6.2,83.0,5.0,7.3,5.8,2.3,6.8,0,2.45,81.0,C
19.1,80.7,2.9,1.0,6.4,4.2,6.1,2,2.99,55.9,C
16.3,85.9,6.8,1.1,6.4,2.7,3.7,2,2.69,87.7,C
4.8,94.2,5.4,3.4,5.0,7.1,6.7,1,3.38,74.2,C
21.7,86.9,1.1,4.6,5.7,9.2,4.4,3,2.18,66.3,C
24.0,79.6,7.4,0.9,6.4,1.6,3.4,2,2.94,83.3,A
24.1,65.9,8.2,0.8,6.9,6.9,4.6,3,2.26,41.0,B
10.0,69.8,6.6,10.0,5.5,9.2,5.5,3,2.56,98.6,C
11.0,69.0,3.4,10.0,6.2,6.7,4.7,3,2.46,44.2,C
17.2,99.3,7.3,0.6,5.9,4.3,6.7,1,2.68,72.1,B
12.6,83.1,8.9,1.6,8.1,6.4,6.7,3,2.14,45.6,C
11.9,63.0,9.6,5.7,6.5,8.8,4.7,1,2.46,40.5,C
15.5,77.8,7.2,1.8,6.4,7.6,3.1,0,3.01,52.6,B
25.1,85.2,6.7,1.8,6.0,5.4,2.8,2,1.92,99.7,A
2.6,94.7,5.9,2.0,6.3,3.2,9.2,2,1.98,60.1,C
23.5,79.5,1.0,2.9,8.3,3.0,2.5,0,2.63,64.4,C
21.0,78.4,6.7,1.0,5.4,9.7,2.6,1,2.92,78.9,C
4.5,96.8,0.8,1.2,8.3,7.2,2.9,2,2.38,54.3,D
4.1,80.9,0.1,3.4,6.1,2.4,8.1,1,2.96,77.0,C
6.1,70.5,4.0,8.8,8.2,5.4,9.1,1,2.51,94.5,C
14.8,82.3,9.5,0.2,6.7,6.2,6.8,1,2.09,41.0,B
27.0,100.0,0.7,3.5,8.4,5.4,2.3,0,2.81,78.9,B
17.2,78.4,2.5,4.9,4.0,7.8,2.2,0,2.88,72.8,D
11.4,73.6,7.2,0.3,4.7,8.1,3.1,1,3.57,78.4,C
12.0,81.0,1.6,3.6,6.0,5.6,8.3,3,2.96,96.2,B
9.1,74.1,4.7,2.0,6.8,4.6,4.0,0,2.97,69.5,D
28.7,76.0,2.4,8.9,5.4,5.1,3.8,3,2.49,42.1,C
3.9,53.5,3.8,0.9,6.2,7.8,2.9,3,1.84,82.6,F
8.3,55.0,7.4,0.2,6.1,8.9,4.2,1,3.05,83.4,D
11.8,62.1,2.0,8.6,6.4,9.3,5.9,3,2.94,56.2,D
25.4,85.1,5.1,1.1,7.2,2.4,3.6,3,3.61,72.4,B
17.2,76.1,3.6,0.3,8.2,8.9,8.0,3,2.83,69.2,D
16.0,88.4,1.4,5.4,7.6,2.4,3.7,1,2.39,55.3,D
14.3,79.8,5.1,2.2,5.0,2.8,3.9,1,2.94,75.6,C
15.7,89.6,1.5,3.6,7.9,9.4,7.2,0,3.17,49.4,C
9.5,72.9,9.2,3.2,5.5,4.6,1.5,0,2.07,69.8,C
5.3,85.2,3.7,1.4,7.0,7.4,2.7,3,2.53,62.0,D
4.5,55.7,5.5,0.6,7.8,6.8,6.9,1,2.57,92.0,C
5.9,95.0,8.0,3.8,6.4,2.6,4.0,1,2.29,41.1,B
1.0,83.7,1.2,5.7,6.5,9.8,1.9,3,3.54,58.2,F
20.4,69.3,6.5,0.9,7.7,2.8,8.4,0,2.56,73.8,B
14.2,80.4,9.7,1.8,6.1,9.6,3.9,1,2.18,92.1,C
23.8,91.4,4.4,2.0,5.8,5.0,4.4,0,3.59,62.0,A
6.8,81.5,2.8,8.1,7.2,6.8,1.3,3,3.78,77.1,B
17.9,84.8,0.5,0.1,6.9,5.6,3.2,1,3.87,84.7,C
16.0,68.0,6.5,5.2,5.6,3.5,9.8,3,2.72,75.8,B
6.4,77.3,2.4,1.9,5.6,5.1,6.2,2,2.18,70.2,D
11.9,80.8,5.3,0.1,7.6,3.2,5.1,3,3.35,84.6,B
26.7,87.9,9.9,1.0,7.8,5.5,4.0,3,3.47,81.1,A
10.7,74.1,3.1,2.2,7.4,9.5,1.4,3,3.36,63.8,D
19.4,78.4,9.9,1.9,8.4,1.5,3.4,1,2.09,96.9,B
5.7,96.5,5.6,2.4,6.6,2.0,2.1,3,1.76,41.3,C
9.6,79.0,8.4,10.0,5.6,4.9,3.9,3,1.96,42.5,B
8.7,87.7,0.6,2.3,5.8,1.6,9.4,2,3.22,89.4,B
14.6,65.6,5.3,0.4,6.6,6.3,5.3,1,2.78,97.0,D
16.2,69.2,2.2,10.0,4.5,2.2,4.3,2,2.41,44.8,C
11.8,79.8,8.5,3.4,6.6,1.5,8.0,3,3.04,70.5,B
19.6,72.7,2.1,4.7,5.8,2.7,1.6,1,2.55,90.5,C
18.3,76.5,6.7,6.6,6.2,5.1,6.5,2,3.11,98.0,B
24.4,64.0,4.4,1.2,6.5,5.7,6.3,3,2.27,43.2,B
14.5,73.0,7.0,2.5,5.3,4.5,4.8,0,2.73,44.7,C
15.2,89.9,9.4,4.0,6.7,1.8,7.0,2,2.32,42.9,C
20.3,90.4,7.5,1.0,6.1,2.1,3.3,1,2.89,72.0,A
1.8,86.7,3.1,6.1,6.6,7.9,3.2,2,2.29,62.3,D
23.1,100.0,8.2,0.6,5.2,8.3,7.2,2,3.88,64.7,A
21.0,86.1,5.9,0.3,6.2,5.0,7.8,2,2.78,93.7,A
19.0,87.8,0.9,6.0,7.0,3.9,2.6,0,2.52,55.1,D
10.0,54.3,7.5,6.7,5.6,7.8,4.0,1,2.4,47.8,D
22.8,62.0,5.6,2.2,7.4,6.9,3.1,1,2.55,81.6,C
29.2,86.1,8.0,2.5,5.2,7.7,7.0,1,3.47,57.7,B
20.0,93.9,9.3,2.4,6.3,7.0,9.1,3,2.67,82.5,A
14.0,60.0,2.9,4.4,6.1,1.7,8.4,1,3.94,45.4,C
10.4,59.9,9.3,1.3,6.2,2.4,6.1,1,3.45,68.6,B
5.8,92.7,5.7,10.0,6.3,3.6,3.5,0,2.62,57.1,C
8.2,65.4,4.3,1.0,7.0,7.6,5.1,3,2.64,70.2,F
25.0,82.9,5.5,5.2,6.9,3.7,4.6,3,2.59,57.1,C
12.6,75.7,4.3,4.8,4.7,7.7,4.8,2,2.05,86.4,D
7.3,76.1,5.2,10.0,8.7,9.7,2.9,3,2.49,52.8,D
3.6,88.1,9.0,0.5,6.5,4.3,6.6,3,2.0,75.9,D
27.8,70.5,9.1,9.5,6.7,1.7,5.8,0,2.29,50.8,B
16.3,59.6,8.6,1.7,7.9,2.7,2.7,1,2.34,86.0,B
15.0,66.2,5.1,1.9,6.0,9.1,9.4,3,2.7,93.8,D
19.4,79.3,2.6,0.2,6.1,3.1,8.2,3,2.77,65.0,B
13.9,80.6,4.1,8.2,7.4,1.4,2.9,0,4.0,42.4,B
28.0,70.5,4.3,0.4,6.2,9.5,5.3,3,3.45,69.9,C
22.4,79.0,7.6,0.4,5.8,3.1,8.9,3,1.23,40.4,B
6.5,79.0,5.3,1.5,6.5,9.6,6.8,0,2.37,90.6,D
27.6,70.5,4.1,2.4,6.7,4.9,7.7,2,3.11,42.3,B
23.0,72.2,4.3,1.9,7.5,2.4,1.3,2,2.66,95.7,C
19.2,73.0,1.9,5.3,6.6,7.9,4.2,3,3.17,40.0,F
11.8,67.7,5.0,6.0,5.8,3.2,1.7,3,3.58,73.0,C
10.6,77.7,1.5,3.3,6.6,3.6,6.3,1,2.0,90.2,B
21.7,72.1,6.5,0.5,8.1,9.4,4.4,3,2.76,92.7,C
17.9,80.5,2.5,6.9,6.2,9.2,9.5,1,4.0,86.7,B
21.1,73.9,3.7,1.7,6.1,6.6,1.7,2,1.99,74.4,C
9.9,73.4,4.8,3.1,8.3,1.2,6.9,3,1.89,45.1,C
7.2,82.9,0.1,0.7,6.2,9.6,6.5,3,2.69,41.7,D
18.3,76.0,1.9,2.2,7.4,9.2,8.2,0,2.91,74.3,C
19.1,76.0,3.2,8.7,6.1,3.5,5.1,3,2.24,69.2,B
15.2,82.2,2.6,8.1,5.9,7.5,7.8,2,2.62,77.1,C
10.2,87.4,5.2,1.9,5.8,3.8,6.2,3,2.44,77.8,B
14.9,57.8,2.4,2.0,6.1,9.0,4.4,1,2.57,68.6,D
22.7,86.3,2.3,7.7,7.4,6.3,4.4,3,4.0,73.6,B
26.5,79.5,9.3,8.8,5.4,5.7,2.0,1,2.59,96.0,B
5.0,72.0,1.7,0.9,5.1,6.5,6.1,0,2.82,82.9,D
9.3,77.7,0.5,2.4,6.1,6.5,8.8,3,1.55,79.7,C
11.3,65.6,0.5,3.3,6.3,8.3,8.7,0,2.89,94.9,C
15.2,78.9,7.2,1.8,5.6,7.0,1.0,0,2.44,88.4,C
1.1,77.4,0.2,1.7,6.0,1.9,7.8,3,3.23,76.4,C
21.7,84.3,5.4,1.0,6.0,2.0,5.4,1,2.92,49.6,C
13.1,65.5,8.9,0.1,7.7,1.3,9.7,3,2.39,71.6,B
7.3,100.0,2.5,2.3,8.8,1.6,2.7,1,2.7,52.9,C
14.9,73.7,5.2,1.3,7.5,5.8,9.5,0,2.04,63.8,C
25.3,57.6,7.1,8.5,6.2,5.5,5.9,2,2.74,50.1,B
12.2,79.6,3.7,2.0,5.0,9.1,7.1,3,3.0,78.0,C
7.9,68.1,5.9,0.3,5.0,9.9,6.1,2,2.64,81.2,D
14.9,57.9,0.2,5.0,4.4,1.6,2.5,1,2.97,93.7,D
15.1,99.2,3.6,0.7,6.9,4.8,5.0,3,2.08,55.2,C
25.8,71.2,7.1,0.7,5.4,4.7,5.2,2,3.74,62.1,B
16.4,89.5,1.9,0.7,5.7,3.5,2.1,2,2.38,78.4,D
28.9,82.6,1.2,2.3,4.5,6.4,8.8,3,2.53,99.9,C
23.4,57.7,9.1,1.4,4.8,8.5,6.9,2,1.89,76.9,C
9.8,91.1,5.0,3.3,4.1,2.2,5.0,3,2.4,69.8,B
7.3,83.6,1.1,1.5,7.5,8.8,1.7,2,1.68,44.4,F
10.9,79.9,1.3,2.4,6.4,3.9,6.5,0,3.16,95.8,B
12.4,69.9,3.7,2.1,8.5,4.2,6.5,3,3.07,75.1,B
17.8,59.5,7.0,4.7,5.2,4.5,2.7,0,1.77,43.7,D
10.5,71.7,9.5,1.6,6.0,6.7,5.0,0,4.0,51.3,A
14.7,92.7,7.2,2.1,6.4,5.9,2.3,2,2.57,84.8,B
12.5,92.5,0.0,0.4,8.9,4.8,7.6,1,3.04,71.3,C
23.7,84.2,9.0,1.2,5.3,6.6,4.0,0,3.14,52.7,C
18.5,71.0,3.2,4.1,6.4,8.7,6.1,0,3.07,49.4,C
24.5,89.6,7.5,2.0,4.5,9.9,7.0,0,3.38,42.6,B
4.5,73.0,4.4,0.9,7.1,5.6,2.8,1,2.27,59.2,D
10.7,87.8,6.7,1.9,6.1,6.6,8.0,1,2.87,70.0,C
5.6,82.7,7.7,2.5,6.6,5.7,6.2,0,3.42,85.0,A
16.2,74.7,3.1,1.1,6.1,6.3,9.4,1,3.12,80.7,B
6.1,93.4,0.5,0.1,8.4,5.8,8.6,1,2.99,42.0,D
8.2,77.5,9.3,0.0,7.0,2.3,1.9,1,2.95,65.5,C
14.5,80.7,6.7,0.2,5.1,7.6,3.7,3,3.01,67.8,D
11.0,62.8,6.9,0.4,4.7,7.7,3.4,0,2.53,92.9,D
15.5,68.7,6.6,2.9,5.5,1.9,7.5,1,1.93,70.2,C
13.3,71.1,5.2,1.8,4.0,9.3,1.2,3,2.71,74.9,F
9.6,88.4,9.4,0.5,5.6,1.3,2.1,2,2.28,99.2,C
8.3,83.4,0.2,0.8,4.7,5.6,3.3,2,2.57,96.4,D
26.1,56.7,4.5,5.8,6.3,6.0,1.9,1,3.06,52.0,D
11.6,63.5,6.9,1.4,6.7,5.0,1.6,0,3.43,67.9,C
25.8,77.8,3.0,3.6,5.7,5.5,4.8,1,3.37,64.6,C
13.9,64.8,0.1,5.5,6.6,5.9,6.9,2,3.38,63.2,D
6.6,55.7,1.0,5.2,5.9,3.8,4.6,0,2.02,49.0,D
8.6,77.6,4.9,0.9,6.7,3.0,3.4,0,3.38,88.2,C
7.2,77.7,5.4,0.2,5.6,2.0,4.7,2,3.02,78.9,C
20.4,84.0,7.7,2.7,5.0,2.1,5.6,3,2.3,75.1,B
1.1,81.2,3.8,0.5,8.2,9.4,3.5,3,3.26,97.0,D
9.0,89.6,8.3,0.5,5.6,5.2,6.4,1,2.57,41.9,B
18.4,83.1,5.2,0.5,6.6,7.6,7.4,0,2.91,52.0,B
3.6,74.2,4.5,4.7,7.0,3.1,3.5,1,3.39,58.9,D
6.6,76.8,7.2,3.5,4.2,7.8,3.3,0,3.39,81.6,C
5.1,86.6,6.2,1.8,6.5,8.6,8.2,2,3.39,64.6,C
4.5,59.4,3.5,3.1,6.0,8.1,1.9,0,2.63,56.3,F
24.2,76.6,0.3,6.1,7.7,4.6,4.0,0,3.17,54.1,B
6.9,73.9,4.5,2.5,4.1,7.6,7.2,2,1.9,90.0,C
5.4,50.4,1.4,0.7,6.9,6.9,9.6,3,2.39,83.8,D
19.8,83.2,0.8,0.6,9.0,8.3,9.9,2,1.94,63.3,D
12.2,87.1,3.1,10.0,5.3,3.5,7.6,0,3.84,54.5,C
8.8,81.6,2.8,0.0,6.1,8.0,6.5,2,3.1,98.3,C
5.6,76.8,2.9,0.4,7.7,4.4,9.6,0,3.61,41.3,C
10.9,58.2,1.0,8.6,5.8,7.4,4.5,3,3.11,64.1,D
14.9,61.9,6.9,1.7,7.1,8.2,5.4,3,2.5,57.9,D
21.3,70.9,5.2,1.4,6.2,4.0,2.9,0,3.38,62.7,B
8.8,79.5,4.1,8.3,8.3,3.3,2.1,3,2.12,43.5,D
24.0,89.9,5.6,1.1,7.7,8.8,2.7,2,2.25,45.9,C
23.1,74.0,5.3,0.7,8.2,6.3,1.9,3,2.66,72.9,B
15.1,68.6,0.2,1.6,8.0,2.9,6.3,1,2.07,94.8,D
17.3,83.9,1.8,4.3,8.1,7.3,4.1,3,1.85,46.5,C
8.7,98.4,4.0,0.1,6.1,6.3,8.6,1,3.28,66.5,B
10.9,83.5,6.4,0.1,7.1,3.3,7.4,2,3.13,52.9,C
30.4,92.3,0.3,2.8,4.6,8.8,7.7,3,2.31,91.5,C
14.9,61.2,8.3,0.4,8.5,6.6,8.2,3,2.66,65.9,C
27.2,62.5,4.7,10.0,6.8,7.8,8.3,3,2.78,78.8,C
9.5,81.0,0.5,0.5,4.3,8.3,2.2,2,2.64,71.0,F
6.2,53.6,7.4,2.6,5.0,4.5,2.5,2,3.04,65.4,F
5.3,77.3,9.8,1.2,4.5,6.4,1.8,1,2.33,97.6,C
15.5,91.5,9.6,2.1,6.3,9.4,6.2,0,1.46,52.6,B
1.1,70.1,1.3,0.1,4.0,8.0,6.1,2,2.45,74.3,F
11.7,69.5,9.9,1.1,6.1,2.2,2.8,3,2.4,91.7,C
11.1,67.8,6.5,1.6,5.7,2.6,7.2,1,3.46,47.0,C
12.4,85.8,1.4,3.1,6.4,4.4,9.6,3,2.94,94.1,B
22.0,88.4,2.9,0.0,4.0,3.0,3.5,3,2.05,92.4,C
9.2,79.7,9.3,3.8,6.4,7.9,1.8,2,1.86,50.9,D
10.2,78.2,1.7,1.1,6.7,4.8,3.8,0,3.08,40.0,D
17.2,93.7,6.9,1.2,7.6,3.3,9.6,3,2.75,90.8,A
4.1,73.0,4.4,4.6,6.5,7.1,6.7,2,3.66,72.5,C
9.9,80.7,6.7,4.9,7.7,6.9,4.6,1,3.65,62.4,B
9.2,65.5,4.1,3.4,8.6,1.6,6.3,3,3.17,50.2,C
11.8,87.9,9.0,1.8,6.6,3.5,4.5,1,1.89,56.1,C
5.8,88.7,8.9,0.8,5.6,5.2,5.2,2,3.01,70.8,B
16.6,80.9,5.4,2.3,7.0,4.1,5.7,2,2.23,82.8,B
13.1,64.8,6.4,6.3,7.5,4.8,9.2,2,3.52,41.2,B
3.0,91.4,2.2,0.1,7.9,4.7,3.6,2,3.12,67.4,C
14.9,66.6,5.4,1.8,5.4,5.0,1.8,2,2.25,51.8,D
6.1,98.3,2.0,0.5,4.0,8.9,4.9,0,2.52,69.9,D
15.9,87.0,9.5,0.4,5.8,5.5,2.9,1,2.7,48.6,C
8.1,72.2,6.1,1.2,7.1,6.3,3.8,0,2.75,51.3,D
27.4,100.0,9.6,2.7,7.0,5.2,6.2,1,2.13,55.8,B
22.6,88.2,2.9,3.3,7.2,4.8,9.0,3,2.85,81.5,A
9.1,71.7,8.7,3.9,4.9,4.6,2.9,3,1.99,50.6,D
5.4,77.4,0.8,0.3,6.8,6.3,6.4,1,1.84,43.2,F
6.9,63.1,2.5,0.6,7.0,9.6,8.7,3,2.37,52.6,F
10.9,84.9,1.3,1.5,7.2,2.5,3.3,3,3.04,64.7,D
5.4,90.8,5.7,1.9,5.0,5.5,7.6,3,2.95,93.7,C
5.0,65.0,4.8,4.3,6.5,3.3,5.3,0,2.63,86.1,C
18.4,93.6,5.9,1.3,7.7,6.2,4.1,0,2.58,79.0,B
15.8,97.2,5.1,8.6,5.7,1.4,5.5,2,3.26,42.9,B
18.8,80.3,4.4,0.1,7.1,9.3,5.2,1,2.16,52.9,C
18.2,81.6,6.2,0.0,6.8,7.3,4.8,3,3.96,61.0,B
15.3,61.2,0.3,1.2,9.0,8.3,7.2,1,3.37,58.7,C
14.2,74.6,1.4,1.2,6.5,6.2,1.7,2,2.7,94.8,C
14.0,94.2,5.5,10.0,8.2,7.6,8.0,2,2.61,45.0,B
33.8,89.8,0.4,2.9,9.6,8.5,2.4,3,3.77,49.9,B
6.8,97.3,0.9,6.7,8.0,4.5,3.8,2,1.43,91.8,C
10.2,58.4,8.2,0.0,7.2,6.1,4.1,3,3.47,91.1,C
18.0,74.8,5.6,3.2,6.5,6.3,7.6,2,2.37,47.0,C
2.9,54.9,7.2,3.1,7.2,4.0,7.8,2,3.57,73.2,B
17.8,68.6,3.4,1.9,5.7,3.7,5.6,3,2.83,83.5,B
28.3,77.2,5.8,1.0,9.8,4.3,1.8,2,2.05,92.3,B
2.8,66.2,10.0,1.7,6.7,4.1,7.4,2,3.44,67.3,C
8.5,72.4,3.2,10.0,6.0,3.3,5.1,2,2.75,74.3,C
10.8,77.1,5.8,9.0,6.3,8.7,3.1,1,2.41,95.3,D
13.4,58.2,5.1,0.1,6.2,2.2,9.0,0,2.52,71.0,B
25.1,67.5,3.4,1.9,7.3,4.0,7.8,1,2.29,63.9,C
2.4,79.5,8.7,1.0,8.8,1.8,9.4,2,3.51,87.5,B
25.5,81.8,2.2,3.8,6.1,9.5,5.7,0,1.56,59.6,C
4.1,72.9,3.9,9.8,8.6,7.4,9.6,1,1.91,54.7,C
21.3,95.9,3.2,2.0,4.8,2.8,9.7,1,3.82,70.7,B
29.8,58.1,5.4,2.1,6.5,2.5,2.1,1,2.13,96.0,B
18.6,86.7,3.7,9.7,6.9,2.5,3.4,3,2.97,57.1,B
11.5,73.8,2.3,4.8,6.4,4.9,4.7,2,2.81,46.8,C
16.0,99.8,4.4,2.7,7.4,1.7,5.5,2,2.78,81.2,B
22.9,77.2,5.4,7.3,6.7,5.8,3.4,0,2.3,94.0,C
11.3,69.6,1.2,7.9,8.5,4.3,1.2,1,2.6,46.0,C
8.7,90.9,4.9,7.4,4.0,2.8,3.8,2,2.41,42.5,D
21.8,91.5,1.7,4.5,6.3,5.6,7.2,1,2.16,78.0,C
12.0,64.6,6.6,1.4,5.4,3.6,5.9,2,3.55,41.4,C
10.5,80.9,7.3,2.8,6.1,3.0,5.6,1,3.53,72.9,A
22.8,72.4,8.5,2.1,5.8,3.3,7.6,2,3.05,49.9,B
12.6,95.0,1.0,4.9,8.2,7.5,2.9,0,2.04,93.1,C
26.6,64.7,7.0,4.4,8.6,4.5,2.9,1,2.52,78.0,A
8.7,85.3,10.0,4.2,6.9,8.7,2.0,2,3.34,60.9,C
12.8,83.5,8.5,3.5,8.0,4.8,2.7,0,2.85,57.1,A
14.9,94.4,1.9,0.2,7.5,4.7,8.9,0,2.16,57.9,D
21.8,57.5,9.5,10.0,7.4,4.4,1.1,2,2.25,40.6,C
0.5,90.4,3.0,0.5,4.8,5.8,2.8,1,2.5,70.5,D
7.9,66.1,6.0,0.9,8.6,9.3,5.9,3,4.0,75.0,C
9.4,72.2,8.3,5.2,7.2,3.6,3.7,0,2.25,57.8,C
22.7,84.5,2.4,1.4,5.8,9.7,7.4,0,2.78,59.4,C
3.2,73.6,2.6,1.4,6.9,4.1,7.2,2,3.3,41.2,D
22.8,88.7,4.7,3.5,6.2,9.3,8.3,3,2.98,98.7,B
19.2,70.5,8.0,6.9,6.5,1.4,4.1,3,1.43,50.8,C
21.9,76.9,5.2,4.0,7.4,4.4,5.2,3,2.86,45.3,C
10.6,100.0,7.0,2.9,6.3,7.5,5.8,2,1.98,63.7,B
5.4,80.6,8.9,0.3,7.7,4.8,5.0,1,2.56,78.1,C
18.2,52.6,1.1,0.5,6.5,9.6,2.0,0,2.49,96.8,D
12.6,78.6,8.3,0.2,6.9,4.4,4.1,2,3.95,77.2,B
24.1,75.4,0.5,1.4,8.0,7.7,1.5,3,2.24,53.3,C
4.5,83.9,3.6,4.7,5.2,7.7,4.6,0,2.82,55.8,D
1.8,60.9,7.7,0.6,6.6,8.0,8.3,0,2.58,69.6,C
6.9,75.2,9.8,5.9,7.0,7.5,2.7,3,2.9,66.5,C
18.5,65.4,8.7,0.1,5.2,7.3,2.0,3,2.58,79.9,D
9.5,73.9,4.8,2.1,5.5,4.4,7.1,0,2.57,86.9,B
23.0,71.9,2.2,2.2,7.3,2.8,6.8,0,2.85,89.0,C
12.5,66.4,4.6,3.6,5.2,4.6,6.2,1,2.58,96.9,C
10.5,78.1,8.2,2.4,4.4,3.7,4.4,1,2.56,90.1,C
17.8,91.8,2.3,4.1,8.1,8.0,2.9,2,2.89,82.9,C
20.0,77.5,5.5,0.6,6.0,3.0,5.3,0,3.18,69.9,C
5.1,87.1,7.1,4.0,5.9,2.7,2.1,1,3.13,48.3,C
19.6,95.5,0.2,1.1,5.1,7.2,8.1,0,3.33,58.4,C
15.5,86.4,2.4,10.0,6.9,9.3,2.3,3,2.0,98.3,C
8.5,92.1,4.2,4.7,9.1,10.0,4.6,1,1.56,76.9,D
3.7,86.5,0.9,0.7,6.0,3.3,5.7,3,2.8,40.9,D
3.0,85.4,9.3,4.6,6.1,7.1,6.0,3,2.63,87.4,B
6.8,87.6,4.6,1.4,8.5,4.2,6.7,3,3.28,51.9,B
21.9,86.3,4.1,6.8,7.9,2.5,10.0,2,2.63,83.8,A
14.1,70.4,4.1,5.7,6.9,4.3,6.3,3,4.0,98.4,B
17.8,79.4,3.3,0.5,5.5,8.6,5.7,2,2.0,94.6,C
14.3,83.4,0.9,0.2,4.9,4.4,7.5,0,1.54,73.9,C
18.0,79.4,1.8,1.1,6.7,7.5,1.8,0,3.16,83.8,C
18.4,65.8,5.6,7.5,6.1,4.5,8.6,1,2.2,96.3,B
13.5,85.9,6.0,2.9,6.0,5.8,1.8,1,2.41,68.4,C
16.3,62.8,2.5,1.2,7.7,3.4,5.6,2,3.15,80.4,D
6.8,88.3,6.7,0.8,7.5,6.3,6.1,0,4.0,69.5,C
20.3,76.9,1.9,2.0,5.7,8.5,9.6,1,1.95,76.2,C
18.6,63.7,0.3,5.1,5.3,5.1,3.9,1,3.6,47.5,D
10.1,66.0,6.1,1.9,5.9,8.8,1.3,1,3.55,85.6,C
12.8,73.9,0.1,0.8,6.5,1.9,3.3,0,2.39,94.7,C
11.8,81.6,3.4,6.7,7.4,3.6,6.1,1,2.57,73.5,C
11.1,75.9,9.0,1.6,8.1,5.7,5.3,0,3.7,71.6,B
9.9,71.4,6.5,3.4,6.0,7.8,5.5,3,3.11,58.2,C
20.2,94.2,6.6,2.1,9.0,1.3,6.5,3,2.42,85.4,A
12.3,81.5,3.8,2.7,6.9,7.5,3.2,3,2.91,60.3,C
5.1,66.9,2.6,0.1,5.9,7.3,5.4,2,2.94,45.7,D
18.0,77.7,8.5,2.8,8.1,7.1,9.9,0,3.17,67.6,C
20.4,77.6,9.2,1.5,5.9,6.6,8.0,1,2.86,91.5,A
20.2,60.7,2.3,7.0,6.0,8.5,6.0,2,2.49,63.5,C
5.3,64.3,5.1,0.8,6.6,2.7,1.6,2,2.55,77.6,C
13.4,95.8,4.9,5.7,4.9,8.9,2.5,3,3.01,58.1,D
15.3,62.5,3.1,1.2,6.6,2.4,2.8,0,2.48,41.7,C
